C11 C12 C13 C14 C15 C16 C22 C23 C24 C25 C26 C33 C34 C35 C36 C44 C45 C46 C55 C56 C66 w0 w1 w2 w3 w4 w5 w6 w7 w8 w9 w10 ww11 w01 w02 w03 w11 w12 w13 w21 w22 w23 w31 w32 w33 w41 w42 w43 w51 w52 w53 Sharing nodes
0.513177 0.198132 0.138364 -0.185511 0.000000 0.000000 0.770244 0.135797 -0.147644 -0.000000 0.000000 0.127597 -0.128001 0.000000 -0.000000 0.145563 0.000000 0.000000 0.151577 -0.122121 0.137969 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 e8 e0 e1 v0 e11 v2 e3 v4 v5 f4 v3
0.567804 0.320956 0.165405 -0.247317 0.000000 0.000000 0.514230 0.240706 -0.057239 0.000000 -0.000000 0.129408 -0.027103 -0.000000 -0.000000 0.139910 -0.000000 -0.000000 0.215224 0.003399 0.166103 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 e5 v3 v6 e2 e3 v7 e10 v0 f3 f1 e11 e4
1.155737 0.001104 0.000548 0.000561 -0.000000 -0.000000 0.182128 0.000684 -0.000433 -0.000000 0.000000 0.090003 0.000179 -0.000000 -0.000000 0.001375 -0.000000 0.000000 0.017593 0.007395 0.004766 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v4 e0 v0 v3 e7 e10 e5 f2 f3 v1 v7 e8
0.612969 0.333482 0.121536 -0.227551 -0.000000 -0.000000 1.278346 0.077751 -0.401849 -0.000000 -0.000000 0.213524 -0.050463 0.000000 0.000000 0.283830 0.000000 0.000000 0.070028 -0.088675 0.187689 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v0 v5 e9 e3 v7 v1 v3 e10 e8 e11 v2
0.639685 0.010598 0.063352 -0.001330 -0.000000 0.000000 0.189453 0.007215 -0.005253 0.000000 0.000000 0.142386 -0.000920 0.000000 0.000000 0.018661 0.000000 0.000000 0.004446 0.003117 0.022667 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 e7 v7 e9 e2 v1 f3 v3 v0 v6 e11 v5 f0
0.073124 0.005338 -0.006333 0.010505 0.000000 0.000000 1.123408 0.045827 0.000264 -0.000000 -0.000000 0.109893 -0.002147 -0.000000 0.000000 0.010925 -0.000000 0.000000 0.144565 -0.040284 0.057979 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v5 e1 v6 f4 f5 e5 e3 e9 v3 v7 v2 v1
0.860176 0.148746 0.005956 0.120583 -0.000000 -0.000000 0.942149 0.101269 0.114235 0.000000 0.000000 0.024619 -0.000638 0.000000 -0.000000 0.129311 0.000000 -0.000000 0.103504 -0.001480 0.003267 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v3 e0 e5 e9 e4 e11 v2 v4 v0 e1 v7
0.676788 0.474833 0.122049 0.475888 -0.000000 -0.000000 0.650787 0.120284 0.477150 -0.000000 0.000000 0.168807 0.119875 -0.000000 -0.000000 0.481544 0.000000 0.000000 0.132404 0.131468 0.134496 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v7 v6 v2 f1 v1 v4 v3 v0 e5 e9 v5 f2
0.100044 -0.065125 -0.032024 -0.052460 -0.000000 0.000000 0.097070 0.037657 0.028214 0.000000 0.000000 0.111754 0.015872 -0.000000 0.000000 0.030361 0.000000 -0.000000 0.059175 -0.000983 0.006965 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 e1 e0 v7 v5 e4 v6 e2 v4 v0 e5 e6 f5
1.908867 0.514456 0.316257 0.446955 -0.000000 -0.000000 0.426396 0.187256 0.203931 0.000000 0.000000 0.191772 0.104895 0.000000 0.000000 0.184403 0.000000 0.000000 0.186892 0.063821 0.201691 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 e10 e5 v6 e3 e4 e7 e9 e2 e11 e6 v1 v2
0.128694 0.125456 0.001182 0.125898 0.000000 0.000000 0.297025 0.002701 0.124034 0.000000 0.000000 0.347990 0.000676 -0.000000 -0.000000 0.127598 -0.000000 -0.000000 0.000795 -0.000193 0.000431 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 f0 e4 e0 e2 v6 v4 v2 v5 v7 f3 f1 v3
0.012298 0.002276 0.002498 0.001033 -0.000000 -0.000000 0.202211 0.003695 0.001729 0.000000 0.000000 0.097580 0.000168 0.000000 -0.000000 0.001067 0.000000 0.000000 0.003983 -0.000334 0.063691 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 f3 v5 v6 e6 f0 e10 e5 v4 v3 v0 e0 e1
0.647769 0.272530 0.071359 0.269333 -0.000000 0.000000 0.260067 0.056869 0.257991 -0.000000 -0.000000 0.128458 0.056271 -0.000000 -0.000000 0.260149 -0.000000 -0.000000 0.012996 0.010597 0.089101 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v7 f2 e11 v6 f1 e9 v1 e6 v0 v3 v2 v4
