C11 C12 C13 C14 C15 C16 C22 C23 C24 C25 C26 C33 C34 C35 C36 C44 C45 C46 C55 C56 C66 w0 w1 w2 w3 w4 w5 w6 w7 w8 w01 w02 w03 w11 w12 w13 w21 w22 w23 w31 w32 w33 w41 w42 w43 Sharing nodes
3.006966 0.051734 0.051734 -0.000000 -0.000000 -0.000000 0.049017 0.033608 0.000000 -0.000000 -0.000000 0.049017 -0.000000 -0.000000 -0.000000 0.569497 -0.000000 -0.000000 0.014745 0.000000 0.569497 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 e2 e4 e8 f0
0.402312 0.181416 0.181416 0.000000 0.000000 0.000000 0.223804 0.001879 0.000000 0.000000 0.000000 0.223804 -0.000000 0.000000 0.000000 0.021896 0.000000 0.000000 0.041300 0.000000 0.021896 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 e1 e2 e4 e6
6.055713 -0.000021 -0.000021 0.000000 -0.000000 0.000000 0.127324 0.118741 0.000000 0.000000 -0.000000 0.127324 -0.000000 0.000000 0.000000 0.003771 0.000000 -0.000000 0.006882 -0.000000 0.003771 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 e3 e4 f0 f4
1.893688 0.221880 0.221880 0.000000 0.000000 0.000000 0.201437 -0.009193 -0.000000 0.000000 0.000000 0.201437 0.000000 0.000000 -0.000000 0.368049 -0.000000 -0.000000 0.054169 -0.000000 0.368049 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 v1 v3 e5 e6
3.620298 0.068794 0.068794 -0.000000 -0.000000 -0.000000 0.296103 0.105324 -0.000000 0.000000 -0.000000 0.296103 -0.000000 0.000000 0.000000 0.144713 0.000000 0.000000 0.011916 0.000000 0.144713 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 v2 e2 e7 e8
2.078376 -0.002594 -0.002594 0.000000 0.000000 -0.000000 0.575614 0.020603 -0.000000 -0.000000 -0.000000 0.575614 0.000000 -0.000000 0.000000 0.003919 0.000000 -0.000000 0.041969 -0.000000 0.003919 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 v1 v4 e3 e5
0.610907 -0.000177 -0.000177 0.000000 -0.000000 0.000000 0.043712 0.041077 -0.000000 0.000000 -0.000000 0.043712 0.000000 0.000000 0.000000 0.003168 0.000000 0.000000 0.004430 -0.000000 0.003168 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 e3 e4 e6 f3
0.678342 0.129390 0.129390 -0.000000 -0.000000 -0.000000 0.482765 0.022701 0.000000 -0.000000 -0.000000 0.482765 -0.000000 -0.000000 -0.000000 0.691879 -0.000000 -0.000000 0.020061 0.000000 0.691879 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 v5 e4 e6 f2
0.519395 0.242381 0.242381 0.000000 0.000000 0.000000 0.418671 0.061516 0.000000 0.000000 0.000000 0.418671 0.000000 -0.000000 0.000000 0.679464 0.000000 0.000000 0.153050 -0.000000 0.679464 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 e3 v4 e5
4.290284 0.343214 0.343214 0.000000 0.000000 0.000000 0.071158 0.030761 -0.000000 0.000000 0.000000 0.071158 -0.000000 0.000000 -0.000000 0.781732 -0.000000 0.000000 0.052337 0.000000 0.781732 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 v1 v3 e1 e8
