C11 C12 C13 C14 C15 C16 C22 C23 C24 C25 C26 C33 C34 C35 C36 C44 C45 C46 C55 C56 C66 w0 w1 w2 w3 w4 w5 w01 w02 w03 w11 w12 w13 w21 w22 w23 w31 w32 w33 Sharing nodes
0.739699 -0.268774 -0.268774 0.000000 -0.000000 -0.000000 0.739699 -0.268774 -0.000000 -0.000000 -0.000000 0.739699 0.000000 0.000000 0.000000 0.019220 -0.000000 -0.000000 0.019220 -0.000000 0.019220 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e2 v1 e4
0.055313 0.000778 0.000778 -0.000000 -0.000000 -0.000000 0.055313 0.000778 -0.000000 0.000000 0.000000 0.055313 0.000000 -0.000000 -0.000000 0.003669 -0.000000 -0.000000 0.003669 0.000000 0.003669 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 f1 e3
0.015188 -0.000091 -0.000091 -0.000000 0.000000 -0.000000 0.015188 -0.000091 0.000000 0.000000 -0.000000 0.015188 0.000000 0.000000 -0.000000 0.000925 -0.000000 0.000000 0.000925 0.000000 0.000925 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e3 v3 f3
0.063029 0.000229 0.000229 0.000000 -0.000000 -0.000000 0.063029 0.000229 -0.000000 -0.000000 -0.000000 0.063029 -0.000000 -0.000000 -0.000000 0.003845 -0.000000 0.000000 0.003845 0.000000 0.003845 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 f1 e1
0.058320 0.000141 0.000141 -0.000000 0.000000 -0.000000 0.058320 0.000141 0.000000 0.000000 -0.000000 0.058320 0.000000 -0.000000 -0.000000 0.000145 -0.000000 0.000000 0.000145 0.000000 0.000145 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e2 f3
0.052684 0.004805 0.004805 0.000000 0.000000 -0.000000 0.052684 0.004805 -0.000000 -0.000000 0.000000 0.052684 -0.000000 -0.000000 0.000000 0.011689 -0.000000 -0.000000 0.011689 0.000000 0.011689 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e3 e0 f3
0.128126 0.022321 0.022321 0.000000 -0.000000 0.000000 0.128126 0.022321 -0.000000 0.000000 -0.000000 0.128126 -0.000000 0.000000 0.000000 0.085245 -0.000000 -0.000000 0.085245 0.000000 0.085245 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e2 f1 e4
0.028326 -0.000427 -0.000427 -0.000000 0.000000 -0.000000 0.028326 -0.000427 -0.000000 -0.000000 0.000000 0.028326 -0.000000 0.000000 -0.000000 0.000814 0.000000 -0.000000 0.000814 0.000000 0.000814 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e2 v3 f1
0.773298 0.681646 0.681646 -0.000000 -0.000000 0.000000 0.773298 0.681646 0.000000 0.000000 -0.000000 0.773298 -0.000000 -0.000000 0.000000 0.599291 0.000000 -0.000000 0.599291 -0.000000 0.599291 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 f2 e4
0.142384 0.078158 0.078158 0.000000 0.000000 -0.000000 0.142384 0.078158 0.000000 -0.000000 -0.000000 0.142384 0.000000 0.000000 -0.000000 0.085852 0.000000 -0.000000 0.085852 -0.000000 0.085852 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e5 e3 f0
0.662546 -0.206323 -0.206323 -0.000000 -0.000000 0.000000 0.662546 -0.206323 -0.000000 0.000000 0.000000 0.662546 -0.000000 -0.000000 -0.000000 0.169638 -0.000000 0.000000 0.169638 -0.000000 0.169638 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e0 e2 f0
0.355940 0.000085 0.000085 -0.000000 -0.000000 -0.000000 0.355940 0.000085 -0.000000 0.000000 -0.000000 0.355940 -0.000000 0.000000 -0.000000 0.009580 0.000000 0.000000 0.009580 0.000000 0.009580 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 f0 e4 f1
1.443154 1.361566 1.361566 -0.000000 0.000000 -0.000000 1.443154 1.361566 -0.000000 -0.000000 0.000000 1.443154 -0.000000 0.000000 -0.000000 0.397633 -0.000000 0.000000 0.397633 -0.000000 0.397633 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 f2 v2
0.263298 0.231141 0.231141 0.000000 -0.000000 -0.000000 0.263298 0.231141 -0.000000 0.000000 -0.000000 0.263298 0.000000 0.000000 0.000000 0.184569 -0.000000 -0.000000 0.184569 0.000000 0.184569 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 f1 e3 f3
0.550296 0.276116 0.276116 0.000000 -0.000000 -0.000000 0.550296 0.276116 -0.000000 -0.000000 0.000000 0.550296 0.000000 0.000000 0.000000 0.265880 -0.000000 0.000000 0.265880 0.000000 0.265880 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e5 v1 f1
0.072603 0.002408 0.002408 -0.000000 0.000000 -0.000000 0.072603 0.002408 -0.000000 -0.000000 -0.000000 0.072603 -0.000000 0.000000 -0.000000 0.001811 0.000000 -0.000000 0.001811 0.000000 0.001811 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e3 v3 f1
0.425611 0.038729 0.038729 -0.000000 0.000000 -0.000000 0.425611 0.038729 -0.000000 -0.000000 -0.000000 0.425611 -0.000000 0.000000 -0.000000 0.062654 -0.000000 -0.000000 0.062654 -0.000000 0.062654 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 f1 e4 f2
1.296705 0.565072 0.565072 0.000000 0.000000 -0.000000 1.296705 0.565072 -0.000000 0.000000 -0.000000 1.296705 -0.000000 0.000000 0.000000 0.526652 -0.000000 0.000000 0.526652 -0.000000 0.526652 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e2 e4
0.094274 0.053047 0.053047 -0.000000 0.000000 0.000000 0.094274 0.053047 -0.000000 -0.000000 0.000000 0.094274 -0.000000 0.000000 0.000000 0.080933 0.000000 0.000000 0.080933 0.000000 0.080933 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 e3 e5
0.090142 0.046839 0.046839 -0.000000 -0.000000 0.000000 0.090142 0.046839 0.000000 -0.000000 -0.000000 0.090142 0.000000 0.000000 0.000000 0.024587 0.000000 -0.000000 0.024587 0.000000 0.024587 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e3 e1 f3
0.160142 0.028964 0.028964 -0.000000 0.000000 -0.000000 0.160142 0.028964 0.000000 -0.000000 0.000000 0.160142 0.000000 -0.000000 0.000000 0.432116 -0.000000 -0.000000 0.432116 0.000000 0.432116 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e2 e4 f1
0.544610 0.272810 0.272810 0.000000 0.000000 -0.000000 0.544610 0.272810 -0.000000 -0.000000 -0.000000 0.544610 -0.000000 0.000000 -0.000000 0.263651 0.000000 0.000000 0.263651 -0.000000 0.263651 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 v2 f1
0.058426 0.008792 0.008792 0.000000 0.000000 -0.000000 0.058426 0.008792 -0.000000 -0.000000 0.000000 0.058426 0.000000 -0.000000 -0.000000 0.010080 -0.000000 -0.000000 0.010080 0.000000 0.010080 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e3 e0 e4
0.588534 0.302008 0.302008 0.000000 0.000000 -0.000000 0.588534 0.302008 0.000000 -0.000000 -0.000000 0.588534 -0.000000 0.000000 -0.000000 0.282330 0.000000 0.000000 0.282330 -0.000000 0.282330 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 v2 e4
0.709205 0.328805 0.328805 0.000000 -0.000000 0.000000 0.709205 0.328805 0.000000 -0.000000 0.000000 0.709205 -0.000000 0.000000 -0.000000 0.245218 0.000000 0.000000 0.245218 0.000000 0.245218 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 f1 e3
0.091713 0.020111 0.020111 0.000000 -0.000000 0.000000 0.091713 0.020111 -0.000000 0.000000 -0.000000 0.091713 -0.000000 0.000000 0.000000 0.021183 -0.000000 -0.000000 0.021183 0.000000 0.021183 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e4 f1
0.051420 0.000546 0.000546 0.000000 0.000000 -0.000000 0.051420 0.000546 0.000000 -0.000000 0.000000 0.051420 0.000000 0.000000 0.000000 0.003158 0.000000 0.000000 0.003158 0.000000 0.003158 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e0 v0 f1
0.254537 0.252821 0.252821 -0.000000 0.000000 -0.000000 0.254537 0.252821 -0.000000 -0.000000 -0.000000 0.254537 -0.000000 0.000000 -0.000000 0.245519 -0.000000 0.000000 0.245519 0.000000 0.245519 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 v3 e3
0.069094 0.004352 0.004352 0.000000 0.000000 -0.000000 0.069094 0.004352 0.000000 -0.000000 -0.000000 0.069094 0.000000 -0.000000 0.000000 0.016042 -0.000000 -0.000000 0.016042 0.000000 0.016042 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 f1 e0 f3
0.517235 0.504198 0.504198 0.000000 -0.000000 -0.000000 0.517235 0.504198 -0.000000 -0.000000 -0.000000 0.517235 -0.000000 0.000000 -0.000000 0.019679 0.000000 -0.000000 0.019679 -0.000000 0.019679 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 e4 v2
0.054769 0.006006 0.006006 -0.000000 -0.000000 0.000000 0.054769 0.006006 -0.000000 -0.000000 0.000000 0.054769 0.000000 -0.000000 -0.000000 0.011782 -0.000000 -0.000000 0.011782 0.000000 0.011782 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e1 e0 f3
0.065728 0.026641 0.026641 0.000000 -0.000000 -0.000000 0.065728 0.026641 -0.000000 -0.000000 -0.000000 0.065728 -0.000000 0.000000 -0.000000 0.027901 -0.000000 0.000000 0.027901 -0.000000 0.027901 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e0 v1 f3
0.417392 -0.142525 -0.142525 0.000000 -0.000000 0.000000 0.417392 -0.142525 0.000000 -0.000000 0.000000 0.417392 0.000000 -0.000000 0.000000 0.026893 0.000000 -0.000000 0.026893 -0.000000 0.026893 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e2 f2
1.001411 0.862737 0.862737 0.000000 0.000000 -0.000000 1.001411 0.862737 -0.000000 -0.000000 0.000000 1.001411 -0.000000 0.000000 -0.000000 0.524515 0.000000 0.000000 0.524515 0.000000 0.524515 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 e0 v3
0.077565 -0.000513 -0.000513 0.000000 0.000000 -0.000000 0.077565 -0.000513 -0.000000 0.000000 0.000000 0.077565 0.000000 0.000000 -0.000000 0.002628 -0.000000 -0.000000 0.002628 0.000000 0.002628 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 f0 f1
0.691377 -0.291768 -0.291768 0.000000 -0.000000 0.000000 0.691377 -0.291768 0.000000 -0.000000 0.000000 0.691377 0.000000 0.000000 0.000000 0.004622 0.000000 0.000000 0.004622 -0.000000 0.004622 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 e2
0.691377 -0.291768 -0.291768 -0.000000 -0.000000 0.000000 0.691377 -0.291768 -0.000000 -0.000000 0.000000 0.691377 -0.000000 0.000000 -0.000000 0.004622 -0.000000 -0.000000 0.004622 -0.000000 0.004622 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 e0
0.691377 -0.291768 -0.291768 0.000000 -0.000000 0.000000 0.691377 -0.291768 0.000000 -0.000000 0.000000 0.691377 0.000000 0.000000 0.000000 0.004622 0.000000 0.000000 0.004622 -0.000000 0.004622 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 e2 f1
0.030361 0.021967 0.021967 0.000000 0.000000 -0.000000 0.030361 0.021967 0.000000 -0.000000 -0.000000 0.030361 0.000000 0.000000 0.000000 0.012002 0.000000 -0.000000 0.012002 -0.000000 0.012002 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 e4
0.030361 0.021967 0.021967 0.000000 0.000000 0.000000 0.030361 0.021967 0.000000 -0.000000 -0.000000 0.030361 0.000000 0.000000 0.000000 0.012002 0.000000 -0.000000 0.012002 -0.000000 0.012002 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 e4
0.030361 0.021967 0.021967 0.000000 0.000000 -0.000000 0.030361 0.021967 0.000000 -0.000000 -0.000000 0.030361 0.000000 0.000000 0.000000 0.012002 0.000000 -0.000000 0.012002 -0.000000 0.012002 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 e4 f2
0.336275 0.003592 0.003592 -0.000000 -0.000000 -0.000000 0.336275 0.003592 -0.000000 0.000000 -0.000000 0.336275 -0.000000 -0.000000 0.000000 0.000326 0.000000 0.000000 0.000326 -0.000000 0.000326 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 v1
0.168953 0.049920 0.049920 -0.000000 0.000000 -0.000000 0.168953 0.049920 0.000000 -0.000000 -0.000000 0.168953 0.000000 0.000000 -0.000000 0.017697 0.000000 -0.000000 0.017697 -0.000000 0.017697 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 f0 e3 f3
0.674865 0.010140 0.010140 0.000000 -0.000000 -0.000000 0.674865 0.010140 -0.000000 -0.000000 -0.000000 0.674865 -0.000000 0.000000 0.000000 0.001154 -0.000000 0.000000 0.001154 -0.000000 0.001154 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 v2
0.674865 0.010140 0.010140 0.000000 -0.000000 -0.000000 0.674865 0.010140 -0.000000 -0.000000 -0.000000 0.674865 -0.000000 0.000000 0.000000 0.001154 -0.000000 0.000000 0.001154 -0.000000 0.001154 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 v2 e1
0.674865 0.010140 0.010140 0.000000 -0.000000 -0.000000 0.674865 0.010140 -0.000000 -0.000000 -0.000000 0.674865 -0.000000 0.000000 0.000000 0.001154 -0.000000 0.000000 0.001154 -0.000000 0.001154 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 e1 v2
0.627043 0.312546 0.312546 -0.000000 -0.000000 -0.000000 0.627043 0.312546 -0.000000 -0.000000 0.000000 0.627043 -0.000000 0.000000 -0.000000 0.297111 0.000000 0.000000 0.297111 0.000000 0.297111 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 v2 f0
0.505088 0.002710 0.002710 0.000000 0.000000 0.000000 0.505088 0.002710 -0.000000 -0.000000 -0.000000 0.505088 -0.000000 0.000000 -0.000000 0.003203 -0.000000 0.000000 0.003203 -0.000000 0.003203 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 v0 e1
1.714106 0.862958 0.862958 -0.000000 0.000000 -0.000000 1.714106 0.862958 0.000000 -0.000000 0.000000 1.714106 0.000000 0.000000 -0.000000 0.805876 0.000000 0.000000 0.805876 -0.000000 0.805876 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e1 e4 f2
0.972809 0.784580 0.784580 -0.000000 0.000000 -0.000000 0.972809 0.784580 0.000000 0.000000 -0.000000 0.972809 -0.000000 0.000000 -0.000000 0.183312 0.000000 -0.000000 0.183312 -0.000000 0.183312 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 e3 v3
0.050754 0.005672 0.005672 0.000000 0.000000 -0.000000 0.050754 0.005672 0.000000 0.000000 -0.000000 0.050754 0.000000 -0.000000 -0.000000 0.011278 -0.000000 -0.000000 0.011278 0.000000 0.011278 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e4 e0 f1
2.061930 0.063849 0.063849 -0.000000 -0.000000 -0.000000 2.061930 0.063849 -0.000000 -0.000000 -0.000000 2.061930 -0.000000 -0.000000 0.000000 0.013443 0.000000 0.000000 0.013443 0.000000 0.013443 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e0 e5 e1
2.328836 0.888569 0.888569 -0.000000 0.000000 -0.000000 2.328836 0.888569 0.000000 -0.000000 -0.000000 2.328836 -0.000000 0.000000 0.000000 0.844759 0.000000 -0.000000 0.844759 0.000000 0.844759 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 e1 e4
1.232906 -0.433292 -0.433292 -0.000000 -0.000000 0.000000 1.232906 -0.433292 0.000000 0.000000 0.000000 1.232906 -0.000000 0.000000 -0.000000 0.132495 -0.000000 0.000000 0.132495 -0.000000 0.132495 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 e2 e0
2.084334 1.001537 1.001537 -0.000000 -0.000000 -0.000000 2.084334 1.001537 -0.000000 -0.000000 -0.000000 2.084334 -0.000000 0.000000 -0.000000 0.978830 -0.000000 0.000000 0.978830 -0.000000 0.978830 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 f3 e3
0.624469 0.298446 0.298446 -0.000000 -0.000000 -0.000000 0.624469 0.298446 0.000000 -0.000000 -0.000000 0.624469 0.000000 0.000000 -0.000000 0.583685 -0.000000 -0.000000 0.583685 0.000000 0.583685 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 e2 e5
1.889264 0.932920 0.932920 0.000000 0.000000 -0.000000 1.889264 0.932920 -0.000000 -0.000000 0.000000 1.889264 0.000000 -0.000000 0.000000 0.890963 -0.000000 0.000000 0.890963 -0.000000 0.890963 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e4 e1 f2
0.247775 0.034164 0.034164 0.000000 0.000000 0.000000 0.247775 0.034164 -0.000000 -0.000000 0.000000 0.247775 -0.000000 -0.000000 -0.000000 0.122380 -0.000000 -0.000000 0.122380 -0.000000 0.122380 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 f1 e2
0.030826 0.022276 0.022276 -0.000000 -0.000000 -0.000000 0.030826 0.022276 -0.000000 -0.000000 0.000000 0.030826 -0.000000 -0.000000 -0.000000 0.012168 0.000000 0.000000 0.012168 -0.000000 0.012168 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 e4 f3
0.094829 -0.000839 -0.000839 -0.000000 0.000000 -0.000000 0.094829 -0.000839 -0.000000 0.000000 -0.000000 0.094829 -0.000000 0.000000 0.000000 0.002529 -0.000000 -0.000000 0.002529 -0.000000 0.002529 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 e1
0.094829 -0.000839 -0.000839 -0.000000 -0.000000 -0.000000 0.094829 -0.000839 0.000000 -0.000000 0.000000 0.094829 -0.000000 0.000000 -0.000000 0.002529 0.000000 -0.000000 0.002529 -0.000000 0.002529 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e1
0.094829 -0.000839 -0.000839 -0.000000 0.000000 -0.000000 0.094829 -0.000839 -0.000000 0.000000 -0.000000 0.094829 -0.000000 0.000000 0.000000 0.002529 -0.000000 -0.000000 0.002529 -0.000000 0.002529 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 e1 f0
0.094829 -0.000839 -0.000839 -0.000000 0.000000 -0.000000 0.094829 -0.000839 -0.000000 0.000000 -0.000000 0.094829 -0.000000 0.000000 0.000000 0.002529 -0.000000 -0.000000 0.002529 -0.000000 0.002529 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 f0 e1
0.094829 -0.000839 -0.000839 -0.000000 0.000000 -0.000000 0.094829 -0.000839 -0.000000 0.000000 -0.000000 0.094829 -0.000000 0.000000 0.000000 0.002529 -0.000000 -0.000000 0.002529 -0.000000 0.002529 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e1 v0 f0
0.094829 -0.000839 -0.000839 -0.000000 -0.000000 -0.000000 0.094829 -0.000839 0.000000 -0.000000 0.000000 0.094829 -0.000000 0.000000 -0.000000 0.002529 0.000000 -0.000000 0.002529 -0.000000 0.002529 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e1 f1
