C11 C12 C13 C14 C15 C16 C22 C23 C24 C25 C26 C33 C34 C35 C36 C44 C45 C46 C55 C56 C66 w0 w1 w2 w3 w4 w5 w01 w02 w03 w11 w12 w13 w21 w22 w23 w31 w32 w33 Sharing nodes
0.827856 0.485289 0.485289 0.000000 -0.000000 -0.000000 0.827856 0.485289 -0.000000 0.000000 0.000000 0.827856 -0.000000 0.000000 -0.000000 0.214085 0.000000 -0.000000 0.214085 -0.000000 0.214085 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 e4 e5
0.231206 0.073499 0.073499 -0.000000 0.000000 -0.000000 0.231206 0.073499 0.000000 -0.000000 -0.000000 0.231206 -0.000000 0.000000 -0.000000 0.113741 0.000000 -0.000000 0.113741 -0.000000 0.113741 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e4 e3 e5
0.672202 -0.004308 -0.004308 -0.000000 0.000000 -0.000000 0.672202 -0.004308 0.000000 -0.000000 -0.000000 0.672202 0.000000 0.000000 -0.000000 0.002131 0.000000 0.000000 0.002131 -0.000000 0.002131 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 e5 v3
0.053571 0.000091 0.000091 -0.000000 0.000000 -0.000000 0.053571 0.000091 0.000000 -0.000000 -0.000000 0.053571 0.000000 0.000000 -0.000000 0.003329 0.000000 0.000000 0.003329 -0.000000 0.003329 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e3 v3 f0
0.361288 0.086476 0.086476 -0.000000 -0.000000 0.000000 0.361288 0.086476 0.000000 -0.000000 -0.000000 0.361288 -0.000000 0.000000 -0.000000 0.104987 0.000000 0.000000 0.104987 -0.000000 0.104987 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 e4 e2
0.321355 0.147553 0.147553 0.000000 0.000000 -0.000000 0.321355 0.147553 -0.000000 -0.000000 0.000000 0.321355 0.000000 0.000000 0.000000 0.154859 0.000000 0.000000 0.154859 -0.000000 0.154859 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 f1 v3
0.622255 -0.201111 -0.201111 0.000000 -0.000000 0.000000 0.622255 -0.201111 0.000000 -0.000000 0.000000 0.622255 0.000000 -0.000000 0.000000 0.034164 0.000000 -0.000000 0.034164 -0.000000 0.034164 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 f2 e2 f3
0.573354 0.258126 0.258126 0.000000 -0.000000 0.000000 0.573354 0.258126 0.000000 -0.000000 0.000000 0.573354 0.000000 -0.000000 0.000000 0.398241 0.000000 -0.000000 0.398241 -0.000000 0.398241 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 f2 e3
0.129358 -0.031035 -0.031035 -0.000000 -0.000000 0.000000 0.129358 -0.031035 -0.000000 -0.000000 -0.000000 0.129358 -0.000000 0.000000 -0.000000 0.020443 -0.000000 0.000000 0.020443 -0.000000 0.020443 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e0 f1 e2
0.358378 0.003231 0.003231 -0.000000 0.000000 0.000000 0.358378 0.003231 0.000000 0.000000 -0.000000 0.358378 -0.000000 0.000000 -0.000000 0.000416 -0.000000 0.000000 0.000416 -0.000000 0.000416 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 v3 e3
0.074042 0.021777 0.021777 -0.000000 -0.000000 -0.000000 0.074042 0.021777 -0.000000 -0.000000 0.000000 0.074042 0.000000 0.000000 -0.000000 0.002703 0.000000 -0.000000 0.002703 -0.000000 0.002703 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 e2 e4
0.427224 0.363814 0.363814 0.000000 -0.000000 -0.000000 0.427224 0.363814 -0.000000 0.000000 -0.000000 0.427224 0.000000 0.000000 -0.000000 0.067433 0.000000 -0.000000 0.067433 -0.000000 0.067433 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e5 e4
0.132936 -0.000860 -0.000860 -0.000000 0.000000 -0.000000 0.132936 -0.000860 0.000000 -0.000000 -0.000000 0.132936 0.000000 0.000000 -0.000000 0.004644 0.000000 0.000000 0.004644 -0.000000 0.004644 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e1 v3 e5
0.458493 0.380755 0.380755 -0.000000 -0.000000 -0.000000 0.458493 0.380755 -0.000000 -0.000000 0.000000 0.458493 -0.000000 -0.000000 0.000000 0.623467 -0.000000 0.000000 0.623467 -0.000000 0.623467 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e0 f3
1.114513 -0.088902 -0.088902 0.000000 0.000000 -0.000000 1.114513 -0.088902 -0.000000 -0.000000 -0.000000 1.114513 -0.000000 0.000000 0.000000 0.004953 0.000000 0.000000 0.004953 -0.000000 0.004953 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 e2 v2
0.550862 0.264131 0.264131 -0.000000 -0.000000 -0.000000 0.550862 0.264131 0.000000 -0.000000 -0.000000 0.550862 -0.000000 0.000000 -0.000000 0.257140 0.000000 0.000000 0.257140 -0.000000 0.257140 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 e3 v3
0.243262 0.092122 0.092122 -0.000000 0.000000 -0.000000 0.243262 0.092122 0.000000 -0.000000 -0.000000 0.243262 0.000000 0.000000 -0.000000 0.173699 -0.000000 0.000000 0.173699 -0.000000 0.173699 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e5 e3 f3
0.280624 0.081439 0.081439 -0.000000 0.000000 -0.000000 0.280624 0.081439 0.000000 -0.000000 -0.000000 0.280624 0.000000 0.000000 -0.000000 0.152881 0.000000 -0.000000 0.152881 -0.000000 0.152881 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 e4 f1
0.137172 0.052400 0.052400 0.000000 0.000000 0.000000 0.137172 0.052400 0.000000 -0.000000 0.000000 0.137172 -0.000000 0.000000 -0.000000 0.024862 -0.000000 -0.000000 0.024862 -0.000000 0.024862 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 f2 e1
0.398616 0.195817 0.195817 -0.000000 0.000000 -0.000000 0.398616 0.195817 0.000000 -0.000000 -0.000000 0.398616 -0.000000 0.000000 0.000000 0.073706 0.000000 0.000000 0.073706 0.000000 0.073706 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e2 e4 f3
0.100134 0.051232 0.051232 0.000000 0.000000 -0.000000 0.100134 0.051232 -0.000000 -0.000000 -0.000000 0.100134 0.000000 0.000000 0.000000 0.019855 -0.000000 -0.000000 0.019855 -0.000000 0.019855 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e5 f2 f1
1.742878 0.845090 0.845090 -0.000000 0.000000 -0.000000 1.742878 0.845090 0.000000 -0.000000 0.000000 1.742878 -0.000000 0.000000 -0.000000 0.803090 0.000000 0.000000 0.803090 -0.000000 0.803090 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 e1 e4
0.096464 0.002914 0.002914 -0.000000 0.000000 -0.000000 0.096464 0.002914 0.000000 -0.000000 -0.000000 0.096464 0.000000 -0.000000 -0.000000 0.008831 0.000000 -0.000000 0.008831 -0.000000 0.008831 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e5 v3 f0
0.793021 0.551691 0.551691 -0.000000 0.000000 -0.000000 0.793021 0.551691 0.000000 0.000000 -0.000000 0.793021 0.000000 -0.000000 0.000000 0.158983 -0.000000 -0.000000 0.158983 0.000000 0.158983 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 e4 e0
0.070251 0.031166 0.031166 -0.000000 -0.000000 -0.000000 0.070251 0.031166 -0.000000 -0.000000 0.000000 0.070251 0.000000 -0.000000 -0.000000 0.499299 -0.000000 0.000000 0.499299 -0.000000 0.499299 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e0 v3 f2
0.893521 0.274055 0.274055 -0.000000 -0.000000 -0.000000 0.893521 0.274055 -0.000000 -0.000000 0.000000 0.893521 -0.000000 0.000000 -0.000000 0.256907 0.000000 0.000000 0.256907 -0.000000 0.256907 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 v3 v2
0.143179 0.000219 0.000219 -0.000000 -0.000000 -0.000000 0.143179 0.000219 0.000000 -0.000000 0.000000 0.143179 -0.000000 0.000000 -0.000000 0.004468 0.000000 0.000000 0.004468 -0.000000 0.004468 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 f3 e1
0.501522 0.233911 0.233911 -0.000000 -0.000000 -0.000000 0.501522 0.233911 -0.000000 -0.000000 0.000000 0.501522 -0.000000 -0.000000 -0.000000 0.561301 -0.000000 -0.000000 0.561301 -0.000000 0.561301 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e0 f1
1.624682 1.286104 1.286104 -0.000000 0.000000 0.000000 1.624682 1.286104 -0.000000 -0.000000 -0.000000 1.624682 -0.000000 0.000000 -0.000000 0.032411 -0.000000 -0.000000 0.032411 -0.000000 0.032411 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 e1 v3
0.361901 -0.001803 -0.001803 -0.000000 0.000000 -0.000000 0.361901 -0.001803 0.000000 -0.000000 -0.000000 0.361901 0.000000 0.000000 -0.000000 0.002831 0.000000 0.000000 0.002831 -0.000000 0.002831 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e5 f1
0.457595 0.329721 0.329721 0.000000 -0.000000 0.000000 0.457595 0.329721 -0.000000 0.000000 -0.000000 0.457595 0.000000 0.000000 0.000000 0.241628 -0.000000 -0.000000 0.241628 0.000000 0.241628 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e3 f3 f1
0.310529 -0.075315 -0.075315 -0.000000 -0.000000 0.000000 0.310529 -0.075315 0.000000 0.000000 -0.000000 0.310529 -0.000000 -0.000000 -0.000000 0.118717 -0.000000 0.000000 0.118717 -0.000000 0.118717 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e0 e2 f1
0.279184 0.179591 0.179591 0.000000 -0.000000 -0.000000 0.279184 0.179591 -0.000000 -0.000000 -0.000000 0.279184 -0.000000 -0.000000 -0.000000 0.221367 -0.000000 -0.000000 0.221367 0.000000 0.221367 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e3 f3
0.454869 -0.126954 -0.126954 -0.000000 -0.000000 0.000000 0.454869 -0.126954 -0.000000 -0.000000 0.000000 0.454869 -0.000000 -0.000000 -0.000000 0.034722 -0.000000 -0.000000 0.034722 -0.000000 0.034722 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e4 f1 f2
0.434724 0.019395 0.019395 0.000000 -0.000000 0.000000 0.434724 0.019395 0.000000 -0.000000 0.000000 0.434724 0.000000 -0.000000 0.000000 0.444647 0.000000 -0.000000 0.444647 -0.000000 0.444647 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 f2 e2
0.602388 0.251986 0.251986 -0.000000 -0.000000 -0.000000 0.602388 0.251986 -0.000000 -0.000000 0.000000 0.602388 -0.000000 0.000000 -0.000000 0.242225 0.000000 0.000000 0.242225 -0.000000 0.242225 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 v3 v2
0.145980 0.064785 0.064785 -0.000000 0.000000 -0.000000 0.145980 0.064785 0.000000 0.000000 0.000000 0.145980 0.000000 -0.000000 0.000000 0.050922 0.000000 0.000000 0.050922 -0.000000 0.050922 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 f2 e3
0.496368 0.349603 0.349603 -0.000000 0.000000 -0.000000 0.496368 0.349603 -0.000000 0.000000 -0.000000 0.496368 -0.000000 0.000000 -0.000000 0.125305 0.000000 -0.000000 0.125305 0.000000 0.125305 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 e4 f0
0.069253 0.028410 0.028410 -0.000000 0.000000 -0.000000 0.069253 0.028410 0.000000 -0.000000 -0.000000 0.069253 0.000000 0.000000 0.000000 0.028340 0.000000 0.000000 0.028340 -0.000000 0.028340 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e1 v2 f2
0.313406 -0.101452 -0.101452 -0.000000 -0.000000 -0.000000 0.313406 -0.101452 -0.000000 -0.000000 -0.000000 0.313406 -0.000000 -0.000000 -0.000000 0.003695 -0.000000 0.000000 0.003695 -0.000000 0.003695 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e2 f1 f2
0.708372 0.330575 0.330575 -0.000000 0.000000 -0.000000 0.708372 0.330575 -0.000000 -0.000000 -0.000000 0.708372 -0.000000 0.000000 -0.000000 0.343174 -0.000000 0.000000 0.343174 -0.000000 0.343174 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 e3 e5
0.878315 0.278423 0.278423 -0.000000 -0.000000 -0.000000 0.878315 0.278423 -0.000000 -0.000000 0.000000 0.878315 -0.000000 -0.000000 -0.000000 0.259398 0.000000 0.000000 0.259398 -0.000000 0.259398 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 v2 v3
0.099078 0.017415 0.017415 0.000000 0.000000 0.000000 0.099078 0.017415 0.000000 -0.000000 0.000000 0.099078 0.000000 0.000000 0.000000 0.004272 0.000000 -0.000000 0.004272 0.000000 0.004272 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e3 f2 e4
0.095908 0.035969 0.035969 -0.000000 -0.000000 0.000000 0.095908 0.035969 -0.000000 -0.000000 0.000000 0.095908 -0.000000 0.000000 -0.000000 0.146926 -0.000000 0.000000 0.146926 -0.000000 0.146926 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 f1 e0
0.509769 -0.021474 -0.021474 -0.000000 -0.000000 0.000000 0.509769 -0.021474 0.000000 0.000000 -0.000000 0.509769 -0.000000 0.000000 -0.000000 0.214854 -0.000000 -0.000000 0.214854 -0.000000 0.214854 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e2 e0 f3
0.375752 0.033523 0.033523 -0.000000 0.000000 0.000000 0.375752 0.033523 0.000000 -0.000000 0.000000 0.375752 0.000000 0.000000 0.000000 0.051180 0.000000 0.000000 0.051180 0.000000 0.051180 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 f2 e1
0.044827 0.012254 0.012254 0.000000 -0.000000 0.000000 0.044827 0.012254 0.000000 -0.000000 0.000000 0.044827 0.000000 -0.000000 0.000000 0.403294 0.000000 -0.000000 0.403294 -0.000000 0.403294 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e3 v3 f2
0.101082 0.054867 0.054867 0.000000 -0.000000 -0.000000 0.101082 0.054867 -0.000000 0.000000 0.000000 0.101082 -0.000000 0.000000 -0.000000 0.081445 0.000000 0.000000 0.081445 0.000000 0.081445 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e2 e5 f2
0.609763 0.305936 0.305936 0.000000 0.000000 -0.000000 0.609763 0.305936 -0.000000 -0.000000 -0.000000 0.609763 0.000000 0.000000 -0.000000 0.288678 0.000000 -0.000000 0.288678 -0.000000 0.288678 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 v3 f2
0.769753 0.315336 0.315336 0.000000 0.000000 -0.000000 0.769753 0.315336 0.000000 -0.000000 0.000000 0.769753 -0.000000 0.000000 -0.000000 0.056216 0.000000 0.000000 0.056216 -0.000000 0.056216 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e1 e3
0.071537 0.011071 0.011071 -0.000000 0.000000 0.000000 0.071537 0.011071 0.000000 -0.000000 0.000000 0.071537 0.000000 0.000000 0.000000 0.011176 0.000000 0.000000 0.011176 0.000000 0.011176 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 f0 e3
0.362732 0.004183 0.004183 -0.000000 -0.000000 -0.000000 0.362732 0.004183 0.000000 -0.000000 -0.000000 0.362732 -0.000000 0.000000 -0.000000 0.000326 0.000000 0.000000 0.000326 -0.000000 0.000326 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 v2 f1
0.104132 0.000451 0.000451 -0.000000 0.000000 -0.000000 0.104132 0.000451 0.000000 -0.000000 0.000000 0.104132 -0.000000 -0.000000 -0.000000 0.000145 0.000000 -0.000000 0.000145 0.000000 0.000145 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e2 f1
0.290548 0.275855 0.275855 0.000000 0.000000 -0.000000 0.290548 0.275855 0.000000 0.000000 -0.000000 0.290548 0.000000 0.000000 -0.000000 0.194949 0.000000 -0.000000 0.194949 0.000000 0.194949 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e4 f2
0.268043 -0.058606 -0.058606 -0.000000 -0.000000 0.000000 0.268043 -0.058606 -0.000000 0.000000 0.000000 0.268043 -0.000000 -0.000000 -0.000000 0.113021 -0.000000 0.000000 0.113021 -0.000000 0.113021 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e0 e2
0.575757 0.288022 0.288022 0.000000 -0.000000 -0.000000 0.575757 0.288022 -0.000000 -0.000000 -0.000000 0.575757 -0.000000 0.000000 -0.000000 0.275871 -0.000000 0.000000 0.275871 -0.000000 0.275871 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v1 v3 f3
0.166967 0.156227 0.156227 -0.000000 0.000000 0.000000 0.166967 0.156227 -0.000000 0.000000 -0.000000 0.166967 -0.000000 0.000000 -0.000000 0.017778 0.000000 -0.000000 0.017778 -0.000000 0.017778 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e4 f0
0.777823 0.016795 0.016795 0.000000 -0.000000 -0.000000 0.777823 0.016795 -0.000000 -0.000000 -0.000000 0.777823 -0.000000 0.000000 -0.000000 0.001759 -0.000000 0.000000 0.001759 -0.000000 0.001759 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 v1 f1
0.247658 -0.000039 -0.000039 -0.000000 0.000000 -0.000000 0.247658 -0.000039 0.000000 -0.000000 0.000000 0.247658 -0.000000 -0.000000 0.000000 0.001061 -0.000000 0.000000 0.001061 0.000000 0.001061 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 f1 f3
0.344354 0.035179 0.035179 -0.000000 -0.000000 0.000000 0.344354 0.035179 0.000000 -0.000000 -0.000000 0.344354 -0.000000 0.000000 -0.000000 0.095559 0.000000 -0.000000 0.095559 -0.000000 0.095559 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 e2 e3 e5
0.447137 -0.137280 -0.137280 -0.000000 0.000000 0.000000 0.447137 -0.137280 -0.000000 -0.000000 0.000000 0.447137 0.000000 0.000000 -0.000000 0.001793 -0.000000 0.000000 0.001793 -0.000000 0.001793 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 e1 e0
0.120041 0.044715 0.044715 -0.000000 0.000000 -0.000000 0.120041 0.044715 0.000000 -0.000000 -0.000000 0.120041 0.000000 0.000000 -0.000000 0.067032 0.000000 -0.000000 0.067032 0.000000 0.067032 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v2 f2 f3
0.452595 0.336133 0.336133 0.000000 -0.000000 -0.000000 0.452595 0.336133 -0.000000 0.000000 -0.000000 0.452595 -0.000000 0.000000 -0.000000 0.132855 0.000000 -0.000000 0.132855 -0.000000 0.132855 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v0 f1 v3
0.081067 0.001458 0.001458 -0.000000 0.000000 -0.000000 0.081067 0.001458 0.000000 -0.000000 0.000000 0.081067 0.000000 0.000000 -0.000000 0.005809 0.000000 -0.000000 0.005809 -0.000000 0.005809 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 f0 f3
0.512213 0.505832 0.505832 0.000000 0.000000 -0.000000 0.512213 0.505832 -0.000000 0.000000 -0.000000 0.512213 -0.000000 -0.000000 0.000000 0.482966 -0.000000 -0.000000 0.482966 -0.000000 0.482966 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 v3 e4
