C11 C12 C13 C14 C15 C16 C22 C23 C24 C25 C26 C33 C34 C35 C36 C44 C45 C46 C55 C56 C66 w0 w1 w2 w3 w4 w5 w6 w7 w8 w9 w10 ww11 w01 w02 w03 w11 w12 w13 w21 w22 w23 w31 w32 w33 w41 w42 w43 w51 w52 w53 Sharing nodes
0.524309 0.249750 0.492339 -0.000000 -0.000000 -0.000000 1.371315 0.260875 -0.000000 0.000000 -0.000000 1.498299 -0.000000 -0.000000 -0.000000 0.243333 0.000000 0.000000 0.241260 -0.000000 0.495521 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v0 v5 v6 e0 e8 e10
0.042626 0.040261 0.164814 0.000000 -0.000000 -0.000000 0.408898 0.166480 -0.000000 -0.000000 -0.000000 1.275742 -0.000000 -0.000000 0.000000 0.000757 0.000000 0.000000 0.007440 0.000000 0.189200 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v2 v5 e5 e7 e8
1.336033 0.020304 0.004945 -0.000000 -0.000000 -0.000000 0.347351 0.000075 -0.000000 0.000000 -0.000000 0.333720 -0.000000 -0.000000 -0.000000 0.002327 -0.000000 0.000000 0.000101 -0.000000 0.000333 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v1 v2 v3 v4 e6 e7
0.385905 0.061807 0.364464 0.000000 -0.000000 -0.000000 0.074390 0.126704 0.000000 0.000000 -0.000000 0.567722 -0.000000 -0.000000 -0.000000 0.002793 0.000000 0.000000 0.006412 0.000000 0.248865 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v0 v2 e2 e6 e8 f2
0.270190 0.248129 0.247608 0.000000 0.000000 -0.000000 1.383709 0.313717 0.000000 -0.000000 -0.000000 0.673457 -0.000000 0.000000 -0.000000 0.249769 0.000000 0.000000 0.672028 -0.000000 0.248410 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v1 v2 v6 e2 e10 f2
0.057061 0.004422 0.001504 -0.000000 -0.000000 -0.000000 0.434772 0.395449 -0.000000 -0.000000 -0.000000 1.593533 -0.000000 -0.000000 -0.000000 0.021917 0.000000 0.000000 0.704535 0.000000 0.003080 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v1 v5 e0 e2 e5 e9
2.224581 0.342213 0.011723 -0.000000 0.000000 -0.000000 1.612002 0.313976 0.000000 0.000000 -0.000000 0.337905 0.000000 0.000000 -0.000000 0.017667 0.000000 0.000000 0.281990 0.000000 0.002539 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v0 v4 e3 e9 e11 f2
0.612179 0.272895 0.147493 0.000000 -0.000000 -0.000000 0.541869 0.409584 0.000000 -0.000000 -0.000000 2.091266 -0.000000 -0.000000 -0.000000 0.484867 -0.000000 0.000000 0.324102 -0.000000 0.072409 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v2 v3 v6 e1 f1 f4
0.269575 0.021268 0.268981 0.000000 -0.000000 0.000000 1.912131 0.076137 0.000000 -0.000000 -0.000000 0.289167 -0.000000 -0.000000 -0.000000 0.004607 -0.000000 -0.000000 0.004437 0.000000 0.254698 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v0 v2 v5 e2 e10 f0
0.694036 0.303249 0.227176 0.000000 0.000000 -0.000000 0.630412 0.153040 0.000000 0.000000 -0.000000 0.385528 -0.000000 -0.000000 -0.000000 0.472740 0.000000 0.000000 0.065010 0.000000 0.027299 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 v3 v4 v5 e3 e4 f1
