C11 C12 C13 C14 C15 C16 C22 C23 C24 C25 C26 C33 C34 C35 C36 C44 C45 C46 C55 C56 C66 w0 w1 w2 w3 w4 w5 w6 w7 w8 w01 w02 w03 w11 w12 w13 w21 w22 w23 w31 w32 w33 w41 w42 w43 Sharing nodes
0.176964 0.026289 0.006582 0.000000 -0.000000 -0.121337 0.191165 0.120656 0.000000 -0.000000 -0.023262 0.090791 0.000000 0.000000 -0.005168 0.174908 -0.008849 -0.000000 0.011082 0.000000 0.118279 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 e4 v2 v0 v5 e2 v4 f1
3.019601 -0.000342 0.000431 0.000000 -0.000000 -0.000233 0.173469 0.114416 0.000000 -0.000000 0.000075 0.081920 0.000000 -0.000000 -0.000114 0.001567 0.000072 -0.000000 0.002561 -0.000000 0.001017 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 e6 f2 f0 f4 e2 v0 v2
2.046583 0.151935 0.075280 0.000000 0.000000 -0.000026 0.550983 0.012944 0.000000 0.000000 0.000074 0.024817 0.000000 0.000000 0.000468 0.171116 0.005290 0.000000 0.017157 0.000000 0.008555 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 v2 f4 f1 e5 v5 f0 v0
0.891665 0.002400 0.000790 0.000000 -0.000000 -0.000669 0.007312 0.000919 0.000000 -0.000000 -0.000678 0.001716 0.000000 -0.000000 -0.000853 0.003686 -0.001440 0.000000 0.001439 0.000000 0.002499 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 v0 f3 f0 v5 v2 e8 e4
0.400641 0.000161 0.000759 0.000000 -0.000000 -0.000227 0.001050 0.000273 0.000000 -0.000000 -0.000535 0.000763 -0.000000 0.000000 -0.000731 0.008010 -0.002389 -0.000000 0.000968 0.000000 0.001732 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 f2 v2 e1 f3 e8 e7 v0
4.497001 0.013096 0.005436 -0.000000 -0.000000 -0.018070 0.002802 0.000413 0.000000 -0.000000 -0.003012 0.001265 -0.000000 -0.000000 -0.000846 0.017263 -0.003306 0.000000 0.001493 0.000000 0.012598 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 e1 f4 f0 e5 e7 v0 v3
2.693536 0.021671 0.005603 0.000000 0.000000 0.001350 0.891426 0.297383 0.000000 -0.000000 0.000263 0.311838 0.000000 0.000000 0.002273 0.007236 0.000129 -0.000000 0.189828 -0.000000 0.006260 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 e8 e0 e6 e2 e3 e5 f1
0.272063 0.011330 0.003089 0.000000 -0.000000 -0.015608 0.446693 0.151148 -0.000000 0.000000 -0.004607 0.158178 0.000000 -0.000000 0.000429 0.017972 -0.008646 0.000000 0.098399 -0.000000 0.011546 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 v1 v4 e2 v5 v3 e7
1.357618 0.007412 0.004359 -0.000000 -0.000000 -0.000001 0.191740 0.120326 0.000000 0.000000 -0.000218 0.096455 -0.000000 -0.000000 -0.000060 0.000472 -0.000153 -0.000000 0.006548 -0.000000 0.000708 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 e7 v5 v2 v0 v3 e6 e8
0.012079 0.000487 0.000174 -0.000000 -0.000000 -0.001381 0.253045 0.005102 -0.000000 -0.000000 -0.000179 0.005181 -0.000000 -0.000000 -0.000061 0.003464 -0.000306 -0.000000 0.110906 -0.000000 0.000524 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.500000 0.333333 0.333333 0.333333 v0 e7 f3 e3 f1 f0 v4
