C11 C12 C13 C14 C15 C16 C22 C23 C24 C25 C26 C33 C34 C35 C36 C44 C45 C46 C55 C56 C66 w0 w1 w2 w3 w4 w5 w6 w7 w8 w01 w02 w03 w11 w12 w13 w21 w22 w23 w31 w32 w33 w41 w42 w43 Sharing nodes
2.234282 -0.036031 -0.036031 -0.000000 -0.000000 0.000000 0.265943 -0.001984 0.000000 -0.000000 0.000000 0.265943 -0.000000 -0.000000 0.000000 0.005442 -0.000000 -0.000000 0.004216 -0.000000 0.005442 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 v4 e3 e1 e2 f2
0.839113 0.416347 0.416347 0.000000 -0.000000 -0.000000 0.510132 0.025375 0.000000 -0.000000 -0.000000 0.510132 -0.000000 0.000000 0.000000 0.479852 -0.000000 -0.000000 0.006921 -0.000000 0.479852 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 v5 e3 v3 e6 e4
0.534927 0.271432 0.271432 0.000000 -0.000000 -0.000000 1.227933 0.289091 -0.000000 0.000000 0.000000 1.227933 -0.000000 -0.000000 -0.000000 0.257800 0.000000 0.000000 0.263198 -0.000000 0.257800 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 v0 v3 v5 v1 v2
2.066879 0.022267 0.022267 -0.000000 -0.000000 0.000000 0.352816 0.259831 -0.000000 0.000000 -0.000000 0.352816 -0.000000 -0.000000 0.000000 0.034843 0.000000 -0.000000 0.252004 -0.000000 0.034843 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 e3 e1 e8 e4 v3
1.771016 0.437410 0.437410 -0.000000 -0.000000 -0.000000 0.874696 0.046013 -0.000000 -0.000000 -0.000000 0.874696 -0.000000 -0.000000 -0.000000 0.433376 -0.000000 0.000000 0.383236 0.000000 0.433376 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 e7 e0 v2 e4 v3
5.025224 0.057256 0.057256 0.000000 -0.000000 -0.000000 0.338017 0.333335 -0.000000 -0.000000 0.000000 0.338017 -0.000000 0.000000 -0.000000 0.027574 0.000000 0.000000 0.421839 -0.000000 0.027574 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 v3 e4 f3 f2 e2
6.637720 0.048741 0.048741 0.000000 0.000000 0.000000 0.063875 0.002093 0.000000 0.000000 -0.000000 0.063875 0.000000 -0.000000 0.000000 0.567927 -0.000000 -0.000000 0.002643 -0.000000 0.567927 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 e7 e6 v1 f2 f3
4.637404 0.223673 0.223673 -0.000000 -0.000000 -0.000000 0.663935 0.012309 -0.000000 -0.000000 -0.000000 0.663935 0.000000 -0.000000 -0.000000 0.266061 -0.000000 0.000000 0.000933 0.000000 0.266061 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 f2 f3 e2 v1 v3
0.911623 0.216686 0.216686 0.000000 -0.000000 0.000000 1.279090 0.928838 -0.000000 -0.000000 0.000000 1.279090 -0.000000 0.000000 0.000000 0.009095 0.000000 -0.000000 0.594203 -0.000000 0.009095 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 e7 v1 v5 e1 v0
1.926778 0.058689 0.058689 0.000000 0.000000 -0.000000 0.041550 0.014510 -0.000000 -0.000000 -0.000000 0.041550 0.000000 -0.000000 -0.000000 0.031682 -0.000000 -0.000000 0.007446 -0.000000 0.031682 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.000000 0.500000 0.500000 0.000000 0.500000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 0.000000 0.500000 0.500000 e6 e4 e5 f0 v3
