C11 C12 C13 C14 C15 C16 C22 C23 C24 C25 C26 C33 C34 C35 C36 C44 C45 C46 C55 C56 C66 w5 w11 w12 w13 w21 w22 w23 w41 w42 w43
0.104268 0.129532 0.129532 -0.000000 -0.000000 0.000000 0.503305 0.422986 -0.000000 -0.000000 0.000000 0.503305 0.000000 0.000000 0.000000 0.127255 0.000000 0.000000 0.272404 -0.000000 0.127255 0.333333 0.666667 0.333333 0.000000 0.000000 0.000000 1.000000 1.000000 0.000000 0.000000 
0.198155 0.059840 0.059840 -0.000000 -0.000000 0.000000 0.135959 0.034556 -0.000000 0.000000 -0.000000 0.135959 -0.000000 -0.000000 0.000000 0.006833 -0.000000 -0.000000 0.027019 0.000000 0.006833 0.333333 0.000000 0.333333 0.666667 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 
0.790314 0.511372 0.511372 -0.000000 0.000000 -0.000000 0.577634 0.298018 0.000000 0.000000 0.000000 0.577634 -0.000000 0.000000 -0.000000 0.494348 0.000000 0.000000 0.256687 -0.000000 0.494348 0.333333 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 1.000000 0.000000 
0.110272 0.100764 0.100764 0.000000 -0.000000 -0.000000 0.151449 0.087907 -0.000000 -0.000000 0.000000 0.151449 -0.000000 0.000000 0.000000 0.087812 0.000000 -0.000000 0.120335 -0.000000 0.087812 0.333333 0.333333 0.333333 0.333333 0.666667 0.333333 0.000000 0.666667 0.333333 0.000000 
0.113620 0.206621 0.206621 0.000000 0.000000 0.000000 0.810198 0.016939 -0.000000 -0.000000 0.000000 0.810198 0.000000 0.000000 -0.000000 0.029377 -0.000000 -0.000000 0.000866 -0.000000 0.029377 0.000000 0.666667 0.333333 0.000000 0.000000 0.333333 0.666667 0.000000 0.000000 1.000000 
0.260232 0.249929 0.249929 0.000000 0.000000 -0.000000 0.334720 0.307435 -0.000000 -0.000000 0.000000 0.334720 -0.000000 0.000000 -0.000000 0.245031 0.000000 0.000000 0.258363 -0.000000 0.245031 1.000000 0.000000 0.000000 1.000000 0.666667 0.333333 0.000000 0.000000 0.333333 0.666667 
0.182075 0.046754 0.046754 -0.000000 -0.000000 -0.000000 0.038205 0.012758 0.000000 0.000000 -0.000000 0.038205 -0.000000 0.000000 -0.000000 0.316864 0.000000 0.000000 0.006561 -0.000000 0.316864 0.333333 0.000000 1.000000 0.000000 0.000000 0.333333 0.666667 0.333333 0.333333 0.333333 
0.719592 0.158980 0.158980 -0.000000 0.000000 -0.000000 0.099782 0.091582 0.000000 -0.000000 0.000000 0.099782 -0.000000 -0.000000 -0.000000 0.442768 -0.000000 0.000000 0.162858 -0.000000 0.442768 0.666667 1.000000 0.000000 0.000000 0.333333 0.000000 0.666667 0.000000 1.000000 0.000000 
0.084837 0.042481 0.042481 -0.000000 -0.000000 -0.000000 0.102392 0.006881 -0.000000 -0.000000 -0.000000 0.102392 -0.000000 -0.000000 -0.000000 0.338619 0.000000 -0.000000 0.020552 0.000000 0.338619 0.666667 0.666667 0.333333 0.000000 0.000000 0.333333 0.666667 0.000000 1.000000 0.000000 
0.527178 0.262240 0.262240 0.000000 0.000000 -0.000000 0.361544 -0.067217 0.000000 -0.000000 -0.000000 0.361544 -0.000000 -0.000000 -0.000000 0.253383 -0.000000 0.000000 0.002225 0.000000 0.253383 0.000000 0.000000 1.000000 0.000000 0.666667 0.333333 0.000000 0.333333 0.666667 0.000000 
0.049038 0.050196 0.050196 0.000000 0.000000 -0.000000 0.407610 -0.104631 -0.000000 -0.000000 -0.000000 0.407610 -0.000000 -0.000000 0.000000 0.016545 -0.000000 -0.000000 0.003163 0.000000 0.016545 0.666667 0.333333 0.333333 0.333333 0.000000 0.333333 0.666667 0.333333 0.333333 0.333333 
0.939927 0.222734 0.222734 0.000000 0.000000 0.000000 0.112198 0.076289 -0.000000 -0.000000 -0.000000 0.112198 0.000000 -0.000000 -0.000000 0.202528 0.000000 -0.000000 0.016258 0.000000 0.202528 0.666667 0.666667 0.333333 0.000000 0.666667 0.333333 0.000000 0.000000 1.000000 0.000000 
0.306680 0.050864 0.050864 0.000000 0.000000 -0.000000 0.032870 0.008188 0.000000 0.000000 -0.000000 0.032870 0.000000 0.000000 0.000000 0.008331 -0.000000 -0.000000 0.017382 -0.000000 0.008331 0.333333 0.000000 0.666667 0.333333 0.000000 0.333333 0.666667 0.333333 0.666667 0.000000 
0.085026 0.022456 0.022456 -0.000000 0.000000 0.000000 0.111856 0.105444 -0.000000 -0.000000 -0.000000 0.111856 0.000000 -0.000000 0.000000 0.002159 0.000000 0.000000 0.040401 0.000000 0.002159 0.000000 0.333333 0.333333 0.333333 0.333333 0.000000 0.666667 1.000000 0.000000 0.000000 
0.123916 0.198794 0.198794 -0.000000 0.000000 0.000000 1.044728 0.094744 -0.000000 -0.000000 0.000000 1.044728 -0.000000 -0.000000 0.000000 0.196406 0.000000 -0.000000 0.273247 -0.000000 0.196406 0.666667 0.000000 0.000000 1.000000 0.000000 0.666667 0.333333 0.333333 0.333333 0.333333 
0.603236 0.467476 0.467476 0.000000 0.000000 0.000000 0.416452 0.367138 0.000000 0.000000 0.000000 0.416452 0.000000 0.000000 0.000000 0.341182 -0.000000 -0.000000 0.069970 -0.000000 0.341182 0.333333 0.000000 0.000000 1.000000 0.000000 0.333333 0.666667 0.000000 1.000000 0.000000 
0.836445 0.466805 0.466805 -0.000000 -0.000000 0.000000 0.654458 0.572205 0.000000 0.000000 -0.000000 0.654458 -0.000000 0.000000 0.000000 0.004999 0.000000 -0.000000 0.347881 -0.000000 0.004999 0.333333 0.000000 0.666667 0.333333 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 
0.201020 0.041059 0.041059 -0.000000 0.000000 0.000000 0.360495 -0.183678 -0.000000 -0.000000 0.000000 0.360495 -0.000000 -0.000000 0.000000 0.005369 0.000000 -0.000000 0.008732 -0.000000 0.005369 0.333333 0.000000 0.333333 0.666667 0.000000 0.666667 0.333333 0.333333 0.333333 0.333333 
0.564684 0.265568 0.265568 0.000000 0.000000 0.000000 0.613756 0.009122 -0.000000 -0.000000 0.000000 0.613756 -0.000000 0.000000 0.000000 0.254328 0.000000 -0.000000 0.002471 -0.000000 0.254328 0.333333 0.000000 0.000000 1.000000 0.000000 1.000000 0.000000 0.000000 1.000000 0.000000 
0.335970 0.003688 0.003688 -0.000000 -0.000000 0.000000 0.610904 -0.181652 -0.000000 -0.000000 0.000000 0.610904 -0.000000 -0.000000 0.000000 0.000387 0.000000 -0.000000 0.002860 -0.000000 0.000387 0.000000 0.000000 0.000000 1.000000 0.000000 0.666667 0.333333 0.000000 0.666667 0.333333 
0.201106 0.041029 0.041029 -0.000000 -0.000000 0.000000 0.306296 -0.179404 -0.000000 -0.000000 0.000000 0.306296 -0.000000 -0.000000 0.000000 0.005874 0.000000 -0.000000 0.008537 -0.000000 0.005874 0.333333 0.000000 0.333333 0.666667 0.000000 0.666667 0.333333 0.000000 0.666667 0.333333 
0.086628 0.172909 0.172909 -0.000000 -0.000000 0.000000 0.463820 0.278728 -0.000000 -0.000000 0.000000 0.463820 -0.000000 0.000000 0.000000 0.076077 -0.000000 0.000000 0.356581 0.000000 0.076077 0.666667 0.333333 0.000000 0.666667 0.000000 0.000000 1.000000 0.000000 0.666667 0.333333 
0.139851 -0.023917 -0.023917 -0.000000 -0.000000 0.000000 0.042411 0.018203 0.000000 0.000000 -0.000000 0.042411 0.000000 0.000000 0.000000 0.004371 -0.000000 0.000000 0.011485 -0.000000 0.004371 0.333333 0.666667 0.000000 0.333333 0.000000 0.333333 0.666667 0.666667 0.333333 0.000000 
0.039454 0.035125 0.035125 0.000000 -0.000000 0.000000 0.058298 0.029949 0.000000 -0.000000 -0.000000 0.058298 0.000000 -0.000000 -0.000000 0.021704 0.000000 -0.000000 0.007817 -0.000000 0.021704 1.000000 0.333333 0.000000 0.666667 0.000000 0.666667 0.333333 0.333333 0.333333 0.333333 
0.772315 0.292163 0.292163 -0.000000 0.000000 0.000000 0.193488 0.150603 -0.000000 -0.000000 -0.000000 0.193488 -0.000000 -0.000000 -0.000000 0.001806 0.000000 0.000000 0.021919 -0.000000 0.001806 0.000000 0.000000 0.333333 0.666667 1.000000 0.000000 0.000000 0.333333 0.000000 0.666667 
0.541867 0.271876 0.271876 0.000000 -0.000000 -0.000000 0.648549 0.048585 0.000000 0.000000 -0.000000 0.648549 0.000000 -0.000000 -0.000000 0.261655 -0.000000 0.000000 0.411178 -0.000000 0.261655 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.666667 0.333333 0.000000 
0.051725 0.123153 0.123153 -0.000000 -0.000000 -0.000000 1.237537 0.046137 -0.000000 -0.000000 -0.000000 1.237537 -0.000000 -0.000000 -0.000000 0.142701 -0.000000 -0.000000 0.180405 -0.000000 0.142701 0.000000 0.333333 0.000000 0.666667 0.000000 0.000000 1.000000 0.000000 0.333333 0.666667 
0.432658 0.332344 0.332344 -0.000000 0.000000 0.000000 0.945050 -0.205356 -0.000000 -0.000000 0.000000 0.945050 -0.000000 -0.000000 0.000000 0.416157 0.000000 -0.000000 0.002635 -0.000000 0.416157 0.666667 0.000000 0.333333 0.666667 0.000000 0.666667 0.333333 0.333333 0.333333 0.333333 
1.173929 0.476071 0.476071 -0.000000 0.000000 0.000000 0.581646 0.173723 -0.000000 -0.000000 0.000000 0.581646 0.000000 -0.000000 0.000000 0.452758 -0.000000 -0.000000 0.168638 -0.000000 0.452758 0.333333 0.000000 0.666667 0.333333 0.666667 0.000000 0.333333 0.000000 0.666667 0.333333 
0.183571 0.047057 0.047057 -0.000000 -0.000000 -0.000000 0.050433 0.046695 0.000000 -0.000000 0.000000 0.050433 -0.000000 0.000000 0.000000 0.325172 0.000000 0.000000 0.047049 -0.000000 0.325172 0.333333 0.000000 1.000000 0.000000 0.333333 0.333333 0.333333 0.333333 0.333333 0.333333 
0.249708 0.245285 0.245285 0.000000 -0.000000 -0.000000 0.554418 0.523082 -0.000000 -0.000000 -0.000000 0.554418 -0.000000 0.000000 -0.000000 0.240964 0.000000 -0.000000 0.338226 -0.000000 0.240964 1.000000 0.000000 0.000000 1.000000 0.666667 0.333333 0.000000 0.333333 0.333333 0.333333 
0.053619 0.045529 0.045529 -0.000000 -0.000000 -0.000000 0.092784 0.053565 -0.000000 -0.000000 -0.000000 0.092784 -0.000000 -0.000000 -0.000000 0.026355 0.000000 0.000000 0.026190 -0.000000 0.026355 0.333333 0.666667 0.333333 0.000000 0.666667 0.333333 0.000000 0.333333 0.666667 0.000000 
0.057910 0.147876 0.147876 -0.000000 0.000000 0.000000 0.864640 0.524854 -0.000000 -0.000000 -0.000000 0.864640 0.000000 -0.000000 0.000000 0.040504 -0.000000 0.000000 0.450355 0.000000 0.040504 0.333333 0.333333 0.333333 0.333333 0.000000 0.000000 1.000000 0.666667 0.000000 0.333333 
0.863647 0.268936 0.268936 -0.000000 0.000000 -0.000000 0.606924 0.011050 -0.000000 -0.000000 -0.000000 0.606924 -0.000000 0.000000 -0.000000 0.253917 -0.000000 0.000000 0.002414 -0.000000 0.253917 0.000000 0.000000 0.000000 1.000000 0.000000 1.000000 0.000000 0.000000 1.000000 0.000000 
0.879189 0.291054 0.291054 -0.000000 0.000000 0.000000 0.278882 0.005483 -0.000000 -0.000000 0.000000 0.278882 -0.000000 0.000000 -0.000000 0.257434 -0.000000 0.000000 0.003535 -0.000000 0.257434 0.333333 0.000000 0.333333 0.666667 0.000000 1.000000 0.000000 0.000000 1.000000 0.000000 
0.037439 0.000286 0.000286 -0.000000 -0.000000 0.000000 0.684419 0.016922 0.000000 0.000000 -0.000000 0.684419 -0.000000 -0.000000 0.000000 0.000596 -0.000000 0.000000 0.002813 -0.000000 0.000596 0.333333 0.000000 0.000000 1.000000 0.000000 1.000000 0.000000 1.000000 0.000000 0.000000 
0.518900 0.051763 0.051763 -0.000000 0.000000 0.000000 0.366643 0.018072 -0.000000 0.000000 0.000000 0.366643 0.000000 -0.000000 0.000000 0.324363 -0.000000 0.000000 0.013091 -0.000000 0.324363 0.333333 0.000000 1.000000 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 
0.122573 0.166402 0.166402 0.000000 -0.000000 0.000000 0.554060 0.064693 -0.000000 -0.000000 -0.000000 0.554060 -0.000000 0.000000 0.000000 0.004799 0.000000 0.000000 0.011935 -0.000000 0.004799 0.000000 0.666667 0.333333 0.000000 0.000000 1.000000 0.000000 0.333333 0.000000 0.666667 
0.093051 0.025889 0.025889 0.000000 -0.000000 0.000000 0.120379 -0.034657 -0.000000 0.000000 -0.000000 0.120379 0.000000 -0.000000 0.000000 0.047694 0.000000 -0.000000 0.011609 0.000000 0.047694 0.666667 0.333333 0.333333 0.333333 0.333333 0.666667 0.000000 0.666667 0.333333 0.000000 
1.493620 0.414727 0.414727 0.000000 -0.000000 0.000000 0.234388 0.123879 0.000000 -0.000000 -0.000000 0.234388 0.000000 -0.000000 -0.000000 0.010623 -0.000000 0.000000 0.024474 0.000000 0.010623 0.333333 0.000000 0.666667 0.333333 0.333333 0.666667 0.000000 1.000000 0.000000 0.000000 
0.039625 0.013771 0.013771 -0.000000 -0.000000 0.000000 0.025743 0.007779 0.000000 -0.000000 0.000000 0.025743 0.000000 0.000000 -0.000000 0.026350 -0.000000 0.000000 0.010229 -0.000000 0.026350 0.666667 0.333333 0.333333 0.333333 0.666667 0.333333 0.000000 0.333333 0.000000 0.666667 
0.533617 0.261892 0.261892 0.000000 -0.000000 0.000000 0.335704 0.066721 0.000000 -0.000000 -0.000000 0.335704 0.000000 -0.000000 0.000000 0.256174 0.000000 0.000000 0.017093 0.000000 0.256174 0.000000 0.000000 1.000000 0.000000 0.333333 0.000000 0.666667 0.000000 0.666667 0.333333 
0.017584 0.018952 0.018952 -0.000000 0.000000 0.000000 0.410016 0.005163 -0.000000 -0.000000 0.000000 0.410016 -0.000000 -0.000000 0.000000 0.009167 0.000000 -0.000000 0.002147 -0.000000 0.009167 0.666667 0.333333 0.000000 0.666667 0.000000 0.666667 0.333333 0.666667 0.000000 0.333333 
0.283396 0.176413 0.176413 0.000000 0.000000 -0.000000 0.862021 -0.055461 0.000000 -0.000000 0.000000 0.862021 -0.000000 0.000000 -0.000000 0.176477 -0.000000 0.000000 0.000532 0.000000 0.176477 0.333333 0.000000 0.333333 0.666667 0.000000 0.333333 0.666667 0.000000 0.333333 0.666667 
0.369372 0.361482 0.361482 -0.000000 -0.000000 0.000000 0.578642 0.356798 -0.000000 -0.000000 -0.000000 0.578642 0.000000 -0.000000 0.000000 0.002470 -0.000000 -0.000000 0.017399 0.000000 0.002470 0.000000 0.000000 0.333333 0.666667 0.000000 0.333333 0.666667 0.666667 0.000000 0.333333 
0.016570 0.021972 0.021972 -0.000000 -0.000000 0.000000 0.142197 0.017505 -0.000000 -0.000000 0.000000 0.142197 0.000000 0.000000 0.000000 0.051447 0.000000 -0.000000 0.019602 0.000000 0.051447 0.666667 0.333333 0.000000 0.666667 0.333333 0.333333 0.333333 0.333333 0.000000 0.666667 
0.527237 0.265437 0.265437 -0.000000 -0.000000 -0.000000 0.635609 0.017261 -0.000000 -0.000000 -0.000000 0.635609 -0.000000 0.000000 0.000000 0.253399 0.000000 0.000000 0.311141 -0.000000 0.253399 1.000000 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 0.333333 0.666667 0.000000 
0.246379 0.282982 0.282982 0.000000 -0.000000 0.000000 0.489667 0.282354 -0.000000 -0.000000 -0.000000 0.489667 -0.000000 0.000000 0.000000 0.003645 0.000000 -0.000000 0.006117 0.000000 0.003645 0.000000 0.000000 0.666667 0.333333 1.000000 0.000000 0.000000 0.333333 0.333333 0.333333 
1.173839 0.472420 0.472420 -0.000000 -0.000000 0.000000 0.414925 0.046274 -0.000000 -0.000000 0.000000 0.414925 -0.000000 -0.000000 0.000000 0.452940 -0.000000 -0.000000 0.168820 -0.000000 0.452940 0.333333 0.000000 0.666667 0.333333 0.333333 0.333333 0.333333 0.000000 0.666667 0.333333 
0.058804 0.152066 0.152066 0.000000 -0.000000 0.000000 0.582892 0.313831 0.000000 -0.000000 -0.000000 0.582892 0.000000 0.000000 0.000000 0.040643 0.000000 -0.000000 0.230388 -0.000000 0.040643 0.333333 0.333333 0.333333 0.333333 0.000000 0.000000 1.000000 0.000000 0.333333 0.666667 
0.553780 0.310711 0.310711 -0.000000 0.000000 -0.000000 0.295758 0.176893 0.000000 -0.000000 0.000000 0.295758 0.000000 0.000000 -0.000000 0.007434 0.000000 -0.000000 0.004055 0.000000 0.007434 0.000000 0.000000 0.666667 0.333333 0.333333 0.666667 0.000000 1.000000 0.000000 0.000000 
0.310749 0.038650 0.038650 -0.000000 -0.000000 0.000000 0.346857 0.010359 -0.000000 -0.000000 0.000000 0.346857 -0.000000 0.000000 -0.000000 0.002825 0.000000 -0.000000 0.002774 -0.000000 0.002825 0.000000 1.000000 0.000000 0.000000 0.333333 0.666667 0.000000 0.333333 0.000000 0.666667 
0.076744 0.129308 0.129308 -0.000000 -0.000000 -0.000000 0.596004 0.043833 -0.000000 -0.000000 0.000000 0.596004 -0.000000 -0.000000 0.000000 0.005412 0.000000 -0.000000 0.033477 -0.000000 0.005412 0.000000 0.666667 0.000000 0.333333 0.000000 0.666667 0.333333 0.000000 0.333333 0.666667 
0.182571 0.047323 0.047323 0.000000 0.000000 -0.000000 0.101771 0.062883 -0.000000 -0.000000 0.000000 0.101771 0.000000 0.000000 0.000000 0.323575 0.000000 0.000000 0.017890 0.000000 0.323575 0.333333 0.000000 1.000000 0.000000 0.666667 0.333333 0.000000 0.666667 0.000000 0.333333 
0.011939 0.009918 0.009918 -0.000000 0.000000 0.000000 0.059804 0.011280 0.000000 0.000000 0.000000 0.059804 0.000000 0.000000 0.000000 0.350705 -0.000000 0.000000 0.004447 -0.000000 0.350705 1.000000 0.333333 0.000000 0.666667 1.000000 0.000000 0.000000 0.333333 0.666667 0.000000 
0.075782 -0.028134 -0.028134 0.000000 -0.000000 0.000000 0.101982 0.002053 0.000000 -0.000000 -0.000000 0.101982 -0.000000 -0.000000 -0.000000 0.018887 -0.000000 0.000000 0.008709 -0.000000 0.018887 0.666667 0.666667 0.000000 0.333333 0.666667 0.333333 0.000000 0.000000 0.000000 1.000000 
1.027458 0.532576 0.532576 0.000000 0.000000 0.000000 0.500731 0.209880 -0.000000 -0.000000 -0.000000 0.500731 -0.000000 -0.000000 -0.000000 0.263095 -0.000000 0.000000 0.064356 0.000000 0.263095 1.000000 0.000000 1.000000 0.000000 0.666667 0.000000 0.333333 0.000000 1.000000 0.000000 
0.340287 0.214232 0.214232 -0.000000 -0.000000 -0.000000 0.173602 0.110728 0.000000 0.000000 0.000000 0.173602 0.000000 -0.000000 0.000000 0.401400 -0.000000 -0.000000 0.199051 -0.000000 0.401400 1.000000 0.000000 0.666667 0.333333 0.666667 0.000000 0.333333 0.000000 0.000000 1.000000 
0.337137 0.001339 0.001339 0.000000 -0.000000 -0.000000 0.170508 0.097348 -0.000000 -0.000000 -0.000000 0.170508 -0.000000 -0.000000 0.000000 0.000475 0.000000 -0.000000 0.019578 -0.000000 0.000475 0.000000 0.000000 0.000000 1.000000 0.333333 0.666667 0.000000 0.000000 0.666667 0.333333 
0.320163 0.029253 0.029253 -0.000000 0.000000 0.000000 0.032513 0.015530 -0.000000 -0.000000 0.000000 0.032513 -0.000000 0.000000 -0.000000 0.003123 -0.000000 -0.000000 0.011176 -0.000000 0.003123 0.333333 0.000000 0.333333 0.666667 0.666667 0.333333 0.000000 0.000000 0.333333 0.666667 
0.735757 0.246158 0.246158 -0.000000 0.000000 0.000000 0.485610 -0.192365 -0.000000 -0.000000 0.000000 0.485610 -0.000000 -0.000000 0.000000 0.003973 0.000000 -0.000000 0.002972 -0.000000 0.003973 0.000000 0.000000 0.333333 0.666667 0.000000 0.666667 0.333333 0.000000 0.666667 0.333333 
0.089490 0.012236 0.012236 0.000000 -0.000000 0.000000 0.102811 -0.006161 0.000000 0.000000 -0.000000 0.102811 0.000000 0.000000 0.000000 0.029798 -0.000000 -0.000000 0.008348 -0.000000 0.029798 0.666667 0.333333 0.333333 0.333333 0.000000 0.666667 0.333333 0.666667 0.333333 0.000000 
0.447801 0.147915 0.147915 -0.000000 0.000000 -0.000000 0.424093 0.029314 -0.000000 -0.000000 -0.000000 0.424093 -0.000000 0.000000 0.000000 0.019286 -0.000000 0.000000 0.001031 0.000000 0.019286 0.000000 1.000000 0.000000 0.000000 0.000000 0.333333 0.666667 0.000000 0.333333 0.666667 
0.078506 0.056278 0.056278 0.000000 0.000000 0.000000 0.300250 -0.006919 0.000000 0.000000 0.000000 0.300250 -0.000000 -0.000000 0.000000 0.035984 -0.000000 0.000000 0.296953 0.000000 0.035984 0.333333 0.666667 0.000000 0.333333 0.000000 0.333333 0.666667 0.333333 0.333333 0.333333 
0.754818 0.254111 0.254111 -0.000000 -0.000000 0.000000 0.272703 0.026432 -0.000000 -0.000000 0.000000 0.272703 -0.000000 -0.000000 0.000000 0.005389 0.000000 -0.000000 0.033817 -0.000000 0.005389 0.000000 0.000000 0.333333 0.666667 0.000000 0.666667 0.333333 0.000000 0.333333 0.666667 
0.288214 0.155007 0.155007 -0.000000 0.000000 0.000000 0.450585 0.382190 -0.000000 -0.000000 0.000000 0.450585 0.000000 0.000000 -0.000000 0.401368 0.000000 0.000000 0.015780 -0.000000 0.401368 1.000000 0.000000 0.666667 0.333333 0.666667 0.000000 0.333333 1.000000 0.000000 0.000000 
0.377024 0.240791 0.240791 0.000000 0.000000 0.000000 0.693878 -0.187895 -0.000000 -0.000000 0.000000 0.693878 -0.000000 -0.000000 0.000000 0.237373 0.000000 0.000000 0.000896 0.000000 0.237373 0.666667 0.000000 0.666667 0.333333 0.000000 0.666667 0.333333 0.333333 0.333333 0.333333 
0.037446 0.000170 0.000170 0.000000 -0.000000 0.000000 0.246322 0.162783 0.000000 0.000000 0.000000 0.246322 -0.000000 -0.000000 0.000000 0.000988 -0.000000 0.000000 0.013201 -0.000000 0.000988 0.333333 0.000000 0.000000 1.000000 0.333333 0.666667 0.000000 0.000000 0.333333 0.666667 
0.101306 0.209052 0.209052 0.000000 0.000000 -0.000000 1.186948 0.284114 -0.000000 0.000000 -0.000000 1.186948 -0.000000 -0.000000 -0.000000 0.237906 0.000000 0.000000 0.256618 -0.000000 0.237906 0.000000 0.666667 0.333333 0.000000 0.000000 0.000000 1.000000 1.000000 0.000000 0.000000 
0.458310 0.211846 0.211846 -0.000000 -0.000000 0.000000 0.180129 0.095511 -0.000000 -0.000000 0.000000 0.180129 -0.000000 -0.000000 -0.000000 0.013230 0.000000 -0.000000 0.017901 0.000000 0.013230 0.000000 0.000000 0.666667 0.333333 0.333333 0.666667 0.000000 0.333333 0.333333 0.333333 
1.586460 0.447963 0.447963 -0.000000 0.000000 -0.000000 0.159095 0.131553 0.000000 -0.000000 0.000000 0.159095 -0.000000 -0.000000 0.000000 0.507515 -0.000000 0.000000 0.017208 -0.000000 0.507515 0.000000 0.000000 0.333333 0.666667 0.000000 0.333333 0.666667 0.000000 1.000000 0.000000 
0.075966 0.052088 0.052088 0.000000 0.000000 0.000000 0.139517 0.067487 0.000000 -0.000000 -0.000000 0.139517 0.000000 -0.000000 0.000000 0.004812 -0.000000 -0.000000 0.005548 0.000000 0.004812 0.666667 0.000000 0.666667 0.333333 1.000000 0.000000 0.000000 0.333333 0.666667 0.000000 
0.042764 0.010172 0.010172 -0.000000 -0.000000 0.000000 0.565469 -0.005923 0.000000 -0.000000 -0.000000 0.565469 -0.000000 -0.000000 0.000000 0.335949 -0.000000 -0.000000 0.001811 -0.000000 0.335949 1.000000 1.000000 0.000000 0.000000 0.000000 0.333333 0.666667 0.000000 1.000000 0.000000 
0.176611 0.104561 0.104561 0.000000 -0.000000 -0.000000 0.513192 0.005700 0.000000 -0.000000 -0.000000 0.513192 0.000000 -0.000000 -0.000000 0.040466 0.000000 -0.000000 0.000665 -0.000000 0.040466 0.000000 0.333333 0.000000 0.666667 0.000000 0.666667 0.333333 0.000000 0.000000 1.000000 
0.208578 0.025528 0.025528 0.000000 -0.000000 0.000000 0.027767 0.001385 0.000000 0.000000 0.000000 0.027767 0.000000 -0.000000 0.000000 0.352103 -0.000000 0.000000 0.002529 -0.000000 0.352103 1.000000 0.000000 0.333333 0.666667 0.333333 0.333333 0.333333 0.000000 1.000000 0.000000 
0.037447 0.000108 0.000108 0.000000 -0.000000 0.000000 0.152102 0.141360 -0.000000 0.000000 -0.000000 0.152102 0.000000 -0.000000 0.000000 0.000939 0.000000 -0.000000 0.146523 0.000000 0.000939 0.333333 0.000000 0.000000 1.000000 0.333333 0.333333 0.333333 1.000000 0.000000 0.000000 
0.159546 0.103458 0.103458 0.000000 0.000000 -0.000000 0.499346 -0.201851 0.000000 -0.000000 -0.000000 0.499346 -0.000000 -0.000000 -0.000000 0.038232 -0.000000 -0.000000 0.003399 -0.000000 0.038232 0.000000 0.333333 0.000000 0.666667 0.000000 0.666667 0.333333 0.333333 0.333333 0.333333 
0.005371 0.046538 0.046538 -0.000000 -0.000000 -0.000000 0.764138 0.184978 0.000000 -0.000000 0.000000 0.764138 -0.000000 0.000000 -0.000000 0.006485 -0.000000 0.000000 0.002125 -0.000000 0.006485 0.000000 0.333333 0.000000 0.666667 0.333333 0.000000 0.666667 0.333333 0.000000 0.666667 
0.195102 0.099022 0.099022 -0.000000 -0.000000 0.000000 0.259431 0.132818 -0.000000 -0.000000 -0.000000 0.259431 0.000000 -0.000000 0.000000 0.003722 -0.000000 -0.000000 0.024196 0.000000 0.003722 0.333333 0.000000 0.333333 0.666667 0.666667 0.000000 0.333333 0.333333 0.000000 0.666667 
0.529605 0.264719 0.264719 -0.000000 -0.000000 -0.000000 0.336994 0.069384 0.000000 -0.000000 -0.000000 0.336994 0.000000 -0.000000 -0.000000 0.255249 -0.000000 -0.000000 0.025245 -0.000000 0.255249 1.000000 0.000000 1.000000 0.000000 0.333333 0.000000 0.666667 0.000000 0.666667 0.333333 
0.438141 0.359735 0.359735 -0.000000 -0.000000 0.000000 0.312636 0.289359 0.000000 -0.000000 0.000000 0.312636 -0.000000 -0.000000 0.000000 0.331918 -0.000000 0.000000 0.083278 -0.000000 0.331918 1.000000 0.000000 0.333333 0.666667 0.333333 0.000000 0.666667 0.000000 0.333333 0.666667 
0.183576 0.046742 0.046742 -0.000000 0.000000 0.000000 0.082536 0.008170 -0.000000 -0.000000 -0.000000 0.082536 -0.000000 -0.000000 0.000000 0.326422 -0.000000 0.000000 0.013543 -0.000000 0.326422 0.666667 0.000000 1.000000 0.000000 0.333333 0.333333 0.333333 0.666667 0.333333 0.000000 
0.014336 -0.000249 -0.000249 0.000000 0.000000 0.000000 0.557518 -0.182795 0.000000 -0.000000 0.000000 0.557518 -0.000000 -0.000000 -0.000000 0.000761 -0.000000 0.000000 0.003427 -0.000000 0.000761 0.666667 0.000000 0.000000 1.000000 0.000000 1.000000 0.000000 0.333333 0.666667 0.000000 
0.687804 0.005729 0.005729 0.000000 -0.000000 -0.000000 0.642814 -0.244034 0.000000 -0.000000 0.000000 0.642814 0.000000 -0.000000 -0.000000 0.001656 0.000000 0.000000 0.001434 0.000000 0.001656 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.666667 0.333333 0.000000 
0.797832 0.144161 0.144161 -0.000000 0.000000 0.000000 0.379212 0.032877 -0.000000 0.000000 -0.000000 0.379212 -0.000000 0.000000 0.000000 0.319128 -0.000000 0.000000 0.142586 -0.000000 0.319128 0.000000 1.000000 0.000000 0.000000 0.333333 0.000000 0.666667 0.666667 0.333333 0.000000 
